"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1957-12",97.37067,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-01",97.42961,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-02",97.56985,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-03",97.74149,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-04",97.90089,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-05",98.08184,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-06",98.31738,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-07",98.64598,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-08",99.04149,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-09",99.44946,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-10",99.83152,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-11",100.127,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-12",100.2393,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-01",100.1704,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-02",100.0033,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-03",99.83012,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-04",99.70341,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-05",99.61285,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-06",99.65888,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-07",99.93895,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-08",100.5553,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-09",101.5453,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-10",102.7092,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-11",103.7411,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-12",104.3934,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-01",104.4983,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-02",104.1338,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-03",103.5454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-04",102.9056,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-05",102.3287,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-06",101.8673,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-07",101.5331,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-08",101.3012,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-09",101.1367,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-10",100.9904,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-11",100.8678,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-12",100.823,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-01",100.8394,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-02",100.863,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-03",100.7809,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-04",100.5123,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-05",100.0474,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-06",99.41261,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-07",98.63077,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-08",97.80254,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-09",97.10952,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-10",96.65203,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-11",96.45425,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-12",96.43626,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-01",96.51309,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-02",96.65651,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-03",96.84731,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-04",97.07291,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-05",97.26328,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-06",97.40797,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-07",97.58261,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-08",97.82053,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-09",98.08325,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-10",98.34766,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-11",98.59461,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-12",98.81345,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-01",99.02537,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-02",99.30144,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-03",99.64927,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-04",100.0256,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-05",100.3899,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-06",100.737,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-07",101.1184,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-08",101.5197,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-09",101.893,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-10",102.1766,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-11",102.3176,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-12",102.335,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-01",102.2565,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-02",102.1283,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-03",102.017,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-04",101.9877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-05",102.0427,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-06",102.1772,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-07",102.3196,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-08",102.4025,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-09",102.3381,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-10",102.0653,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-11",101.6134,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-12",101.0534,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-01",100.507,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-02",100.0037,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-03",99.51809,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-04",99.06743,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-05",98.73595,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-06",98.54834,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-07",98.49429,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-08",98.573,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-09",98.7825,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-10",99.10638,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-11",99.49739,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-12",99.93169,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-01",100.3489,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-02",100.67,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-03",100.8164,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-04",100.6755,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-05",100.1388,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-06",99.23653,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-07",98.09756,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-08",96.90647,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-09",95.9343,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-10",95.2953,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-11",95.02618,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-12",95.11247,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-01",95.47943,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-02",95.9973,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-03",96.63334,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-04",97.37487,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-05",98.1518,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-06",98.90222,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-07",99.56595,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-08",100.1425,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-09",100.6302,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-10",100.9779,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-11",101.1482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-12",101.1282,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-01",100.9722,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-02",100.7281,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-03",100.4379,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-04",100.2088,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-05",100.18,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-06",100.3197,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-07",100.6174,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-08",100.984,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-09",101.2786,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-10",101.4221,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-11",101.3642,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-12",101.0959,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-01",100.6779,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-02",100.2089,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-03",99.73325,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-04",99.25495,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-05",98.74082,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-06",98.23289,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-07",97.77331,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-08",97.38784,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-09",97.04604,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-10",96.78425,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-11",96.65381,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-12",96.70071,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-01",96.88355,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-02",97.10938,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-03",97.29691,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-04",97.3943,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-05",97.38972,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-06",97.31738,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-07",97.19517,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-08",97.05883,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-09",96.9577,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-10",96.90253,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-11",96.90517,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-12",96.98394,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-01",97.14209,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-02",97.40629,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-03",97.82079,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-04",98.41089,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-05",99.13182,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-06",99.9509,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-07",100.8577,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-08",101.7653,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-09",102.6375,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-10",103.4471,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-11",104.1824,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-12",104.8475,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-01",105.4074,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-02",105.9169,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-03",106.4278,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-04",106.8749,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-05",107.1197,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-06",107.1075,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-07",106.9296,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-08",106.6992,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-09",106.4877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-10",106.3475,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-11",106.2224,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-12",106.0561,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-01",105.8114,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-02",105.5424,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-03",105.2714,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-04",104.9888,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-05",104.6743,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-06",104.2913,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-07",103.7585,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-08",103.0134,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-09",102.034,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-10",100.899,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-11",99.65405,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-12",98.39478,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-01",97.2966,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-02",96.50563,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-03",95.94006,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-04",95.52134,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-05",95.20313,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-06",94.89537,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-07",94.5274,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-08",94.15235,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-09",93.82037,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-10",93.53588,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-11",93.37918,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-12",93.42995,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-01",93.73129,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-02",94.23495,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-03",94.85113,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-04",95.50942,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-05",96.16578,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-06",96.75948,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-07",97.25792,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-08",97.70004,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-09",98.15793,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-10",98.59341,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-11",99.08893,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-12",99.63182,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-01",100.1803,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-02",100.6525,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-03",101.0033,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-04",101.1833,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-05",101.1432,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-06",100.8988,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-07",100.5411,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-08",100.1268,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-09",99.74068,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-10",99.49455,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-11",99.40876,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-12",99.44518,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-01",99.61341,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-02",99.92883,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-03",100.3248,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-04",100.7957,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-05",101.3072,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-06",101.8154,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-07",102.3169,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-08",102.7234,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-09",103.0363,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-10",103.2215,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-11",103.2622,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-12",103.2153,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-01",103.1295,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-02",103.0213,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-03",102.9367,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-04",102.8967,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-05",102.9242,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-06",103.0369,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-07",103.1534,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-08",103.2127,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-09",103.1713,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-10",103.0027,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-11",102.8082,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-12",102.7058,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-01",102.7316,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-02",102.8756,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-03",103.0667,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-04",103.1224,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-05",102.8784,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-06",102.3229,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-07",101.6431,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-08",101.0215,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-09",100.5382,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-10",100.1507,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-11",99.77724,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-12",99.40292,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-01",99.02046,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-02",98.62054,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-03",98.17416,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-04",97.68306,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-05",97.25771,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-06",96.90784,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-07",96.631,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-08",96.45742,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-09",96.44412,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-10",96.56606,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-11",96.8323,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-12",97.21954,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-01",97.70506,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-02",98.21914,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-03",98.7078,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-04",99.07506,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-05",99.24486,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-06",99.22138,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-07",99.0863,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-08",98.88908,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-09",98.7123,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-10",98.56873,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-11",98.45738,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-12",98.37035,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-01",98.35173,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-02",98.43263,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-03",98.54939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-04",98.6391,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-05",98.72096,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-06",98.84776,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-07",99.0512,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-08",99.30872,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-09",99.60641,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-10",99.93433,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-11",100.2085,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-12",100.4436,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-01",100.6766,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-02",100.9047,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-03",101.155,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-04",101.4116,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-05",101.645,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-06",101.852,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-07",101.9956,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-08",102.0467,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-09",102.0165,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-10",101.9961,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-11",101.9748,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-12",101.9572,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-01",101.9339,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-02",101.8821,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-03",101.7666,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-04",101.5944,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-05",101.3444,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-06",101.0569,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-07",100.7908,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-08",100.6136,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-09",100.4979,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-10",100.403,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-11",100.3465,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-12",100.305,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-01",100.2642,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-02",100.129,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-03",99.9903,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-04",99.8524,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-05",99.73008,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-06",99.64796,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-07",99.61063,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-08",99.62551,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-09",99.65958,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-10",99.70242,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-11",99.73028,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-12",99.73232,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-01",99.70853,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-02",99.70306,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-03",99.73873,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-04",99.80762,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-05",99.85867,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-06",99.90327,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-07",99.93774,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-08",99.97951,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-09",100.0507,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-10",100.1995,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-11",100.4501,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-12",100.8078,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-01",101.288,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-02",101.7003,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-03",102.1265,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-04",102.5398,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-05",102.8829,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-06",103.0839,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-07",103.103,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-08",102.9637,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-09",102.7094,
