"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-06",102.2216,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-07",102.0966,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-08",101.9844,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-09",101.9051,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-10",101.8678,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-11",101.8198,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-12",101.6836,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-01",101.4049,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-02",101.0889,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-03",100.8875,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-04",100.9241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-05",101.1034,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-06",101.3037,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-07",101.4251,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-08",101.418,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-09",101.1943,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-10",100.6666,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-11",100.0054,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-12",99.41591,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-01",99.04969,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-02",98.84373,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-03",98.72371,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-04",98.64689,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-05",98.55905,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-06",98.4061,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-07",98.15667,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-08",97.88985,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-09",97.71851,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-10",97.72994,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-11",97.83116,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-12",97.90043,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-01",97.84917,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-02",97.71576,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-03",97.55369,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-04",97.40192,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-05",97.28394,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-06",97.229,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-07",97.2597,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-08",97.31645,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-09",97.32461,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-10",97.23557,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-11",97.11647,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-12",97.07615,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-01",97.22115,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-02",97.53306,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-03",98.01694,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-04",98.68296,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-05",99.35608,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-06",99.79267,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-07",99.79014,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-08",99.53304,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-09",99.23685,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-10",99.04636,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-11",98.97312,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-12",99.02065,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-01",99.1925,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-02",99.37951,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-03",99.44878,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-04",99.31767,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-05",99.14534,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-06",99.17046,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-07",99.58988,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-08",100.2401,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-09",100.928,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-10",101.5304,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-11",102.0566,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-12",102.5354,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-01",102.9772,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-02",103.3853,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-03",103.7376,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-04",104.0025,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-05",104.2107,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-06",104.3859,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-07",104.5322,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-08",104.6545,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-09",104.7433,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-10",104.7819,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-11",104.7887,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-12",104.7784,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-01",104.7555,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-02",104.7241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-03",104.6783,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-04",104.6012,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-05",104.4783,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-06",104.2761,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-07",103.9675,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-08",103.6365,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-09",103.3947,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-10",103.3217,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-11",103.3152,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-12",103.2292,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-01",102.9456,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-02",102.5257,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-03",102.0371,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-04",101.5171,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-05",101.0045,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-06",100.5381,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-07",100.1471,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-08",99.79605,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-09",99.44973,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-10",99.09785,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-11",98.77534,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-12",98.5555,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-01",98.51374,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-02",98.58872,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-03",98.72191,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-04",98.88043,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-05",99.02177,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-06",99.09828,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-07",99.07888,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-08",99.03565,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-09",99.06539,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-10",99.23499,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-11",99.45385,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-12",99.59783,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-01",99.58389,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-02",99.51959,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-03",99.55404,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-04",99.77906,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-05",100.0317,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-06",100.0606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-07",99.66465,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-08",99.05539,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-09",98.50301,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-10",98.19542,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-11",98.04058,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-12",97.90883,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-01",97.72253,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-02",97.52258,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-03",97.39381,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-04",97.40403,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-05",97.47191,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-06",97.48719,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-07",97.37328,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-08",97.20241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-09",97.08122,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-10",97.09341,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-11",97.19259,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-12",97.32052,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-01",97.43845,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-02",97.52961,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-03",97.5791,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-04",97.58057,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-05",97.58463,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-06",97.66465,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-07",97.88022,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-08",98.16441,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-09",98.43441,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-10",98.63341,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-11",98.78675,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-12",98.93339,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-01",99.10297,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-02",99.29971,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-03",99.52839,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-04",99.7934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-05",100.0657,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-06",100.3112,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-07",100.5123,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-08",100.7156,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-09",100.994,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-10",101.4066,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-11",101.8829,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-12",102.3325,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-01",102.6904,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-02",102.9892,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-03",103.2619,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-04",103.5044,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-05",103.6635,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-06",103.6225,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-07",103.2709,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-08",102.773,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-09",102.3333,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-10",102.1066,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-11",102.0511,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-12",102.1224,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.2964,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.4651,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.4913,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-04",102.2681,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-05",101.9206,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-06",101.6057,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-07",101.4353,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-08",101.3676,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-09",101.3443,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-10",101.3261,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-11",101.2833,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-12",101.1816,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-01",100.9917,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-02",100.7589,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-03",100.5318,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-04",100.3345,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-05",100.1324,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-06",99.86687,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-07",99.49395,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-08",99.08698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-09",98.75293,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-10",98.58273,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-11",98.52882,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-12",98.54266,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-01",98.59608,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-02",98.63481,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-03",98.59026,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-04",98.40606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-05",98.1478,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-06",97.89377,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-07",97.69962,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-08",97.55896,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-09",97.467,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-10",97.43079,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-11",97.43069,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-12",97.45663,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-01",97.50816,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-02",97.5686,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-03",97.6186,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-04",97.64104,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-05",97.6362,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-06",97.59936,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-07",97.52558,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-08",97.4466,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-09",97.40675,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-10",97.44406,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-11",97.53236,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-12",97.64172,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-01",97.74805,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-02",97.82155,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-03",97.81818,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-04",97.70407,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-05",97.55671,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-06",97.48334,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-07",97.5727,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-08",97.77267,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-09",98.02924,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-10",98.31474,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-11",98.59969,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-12",98.86075,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-01",99.08927,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-02",99.32378,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-03",99.61712,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-04",99.9976,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-05",100.3714,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5985,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5758,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-08",100.4662,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-09",100.4931,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-10",100.822,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-11",101.305,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-12",101.739,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-01",101.97,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-02",102.0457,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-03",102.0175,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-04",101.8971,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-05",101.7173,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-06",101.4897,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-07",101.2211,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-08",100.9781,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-09",100.8622,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-10",100.9593,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1624,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-12",101.3347,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-01",101.3681,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-02",101.2713,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-03",101.039,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-04",100.6504,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-05",100.2041,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-06",99.81747,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.58325,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.46755,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.44594,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-10",99.52139,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-11",99.64806,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-12",99.78623,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-01",99.90619,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-02",99.98042,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-03",99.96149,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-04",99.80576,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-05",99.59002,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-06",99.40637,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.31709,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-08",99.27731,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.2244,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.11765,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-11",98.99121,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-12",98.8978,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-01",98.87206,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-02",98.86091,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-03",98.78193,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-04",98.56705,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-05",98.27423,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-06",97.97612,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-07",97.72681,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-08",97.53382,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.41168,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.37929,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-11",97.38637,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.37846,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.32244,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.24709,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-03",97.20123,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-04",97.23126,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-05",97.32916,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-06",97.50031,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-07",97.7634,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-08",98.07718,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-09",98.40343,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-10",98.71936,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-11",99.01745,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-12",99.28309,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-01",99.48994,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-02",99.62787,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-03",99.65913,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-04",99.54351,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.37011,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.24468,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.23479,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.26688,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.23402,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.06171,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-11",98.83848,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-12",98.69478,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-01",98.73264,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-02",98.87589,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.02792,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.12418,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.17574,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.20574,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.23037,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-08",99.26151,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-09",99.31473,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-10",99.41071,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-11",99.55471,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-12",99.77097,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.0892,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-02",100.4587,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-03",100.8217,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-04",101.135,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-05",101.3985,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-06",101.6023,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-07",101.725,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-08",101.79,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-09",101.8083,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-10",101.779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-11",101.7356,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.7108,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-01",101.714,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-02",101.6913,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-03",101.5548,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-04",101.238,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-05",100.8646,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-06",100.6091,
